name,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
'277_P-07_f_S-6_PS-S',2.969868e+001,1.340006e-001,2.883228e+001,2.988932e+001,3.266451e+001,3.832228e+000,3.710888e+002,4.652577e+002,4.961856e+001,3.302542e+001,3.435969e-001,1.056199e+000,2.927582e-002,2.520034e-001,5.986504e-001,5.693746e-001,7.031929e+000,3.217782e+000,5.176057e+000,2.881616e+000,1.677522e-001,1.086808e+000,2.376032e+001,4.927610e-001,1.432045e+001,8.411430e-001,1.876699e+001,7.061327e-001,7.057633e+000,1.771020e+000,5.893005e-002,1.730912e+000,1.511509e+000,8.843032e-001,6.383232e+000,6.285737e-001,9.713593e+000,1.594682e+000,2.318323e+001,3.662772e-001,5.863000e+002,3.487712e-001,1.253618e+003,1.874574e-001,-1.019571e+002,-8.813834e-001,1.688552e+003,1.466978e-001,8.620211e+002,4.861730e-001,-1.064891e+002,-7.822323e-001,2.761608e+003,1.014604e-001,8.130283e+002,5.653817e-001,-1.080301e+002,-7.568753e-001,-1.866276e+001,-4.097096e-001,2.705110e+001,3.135183e-001,2.966601e-003,1.110321e+001,-2.804177e-002,-4.914617e-001,2.847781e-001,5.955184e-001,2.841859e+001,3.874794e-001,1.308981e+001,1.023211e+000,2.012874e+001,8.088259e-001,2.171389e+000,6.453256e+000,-2.069100e+001,3.002821e+001,-5.870923e-002,-9.077555e-003,2.892985e-002,2.531646e+000,1.558074e+000,3.436364e-001,1.557546e-001,2.763636e-001,3.478054e-001,-3.343501e+001
'278_P-08_m_S-1_PS-M',2.193506e+001,4.414432e-002,2.117806e+001,2.178068e+001,2.238259e+001,1.204525e+000,1.549509e+001,0,1.395609e+001,2.333923e+001,1.266892e-001,1.878070e+000,1.854291e-002,2.377942e-002,1.405649e-001,1.220220e-001,5.210955e-001,3.391991e-001,2.395242e+000,0,6.666414e-002,2.528304e+000,1.786516e+001,7.608891e-001,1.360453e+001,5.811651e-001,1.540503e+001,5.647576e-001,1.119010e+001,1.045093e+000,4.146661e-002,7.456058e-001,1.947169e+000,5.930889e-001,-1.954647e-001,-1.001515e+001,9.078671e+000,4.090239e-001,2.064606e+001,2.734560e-001,4.350098e+002,1.889888e-001,1.141071e+003,2.012439e-001,-1.733362e+002,-3.720087e-001,1.309664e+003,1.061349e-001,9.592485e+002,3.899399e-001,-1.745947e+002,-3.546546e-001,2.276595e+003,9.479357e-002,7.876019e+002,3.028793e-001,-1.756218e+002,-3.361806e-001,-1.118323e+001,-7.811038e-001,2.357164e+001,5.309842e-001,1.199125e-002,1.286729e+000,-2.690025e-002,-5.942968e-001,3.954797e-001,6.857475e-001,3.073988e+001,5.759069e-001,7.724038e+000,7.770312e-001,4.201069e+000,3.560842e+000,9.761336e-002,2.261366e+002,-1.901453e+001,2.890563e+001,-5.296131e-002,-2.006616e-003,1.391116e-002,5.376344e-001,1.111111e+000,1.200000e-001,9.999999e-002,7.500000e-001,2.100000e-001,-3.921633e+001
'279_P-10_f_S-6_PS-F',3.354526e+001,1.098256e-001,2.992946e+001,3.318192e+001,3.675437e+001,6.824907e+000,6.564265e+001,4.248566e+001,3.956319e+001,1.117704e+001,9.422475e-001,5.636684e-001,3.943751e-001,1.012520e+000,1.409425e+000,1.015049e+000,1.435417e+001,6.331242e+000,8.291656e+000,4.136970e+000,6.620511e-001,7.041476e-001,2.340291e+001,6.092660e-001,1.036254e+001,1.272906e+000,1.140287e+001,1.456631e+000,9.430284e+000,1.483636e+000,4.268116e-002,1.403638e+000,1.253250e+000,8.424850e-001,6.889348e+000,7.278479e-001,8.919538e+000,8.503174e-001,1.917175e+001,4.406703e-001,5.473432e+002,4.492537e-001,1.207697e+003,1.864596e-001,-4.696839e+001,-1.504978e+000,1.594673e+003,1.777648e-001,9.412162e+002,4.662110e-001,-5.474619e+001,-1.113233e+000,2.531123e+003,1.536074e-001,7.965043e+002,3.765219e-001,-5.478468e+001,-1.112076e+000,-1.613706e+001,-4.788931e-001,2.405207e+001,3.682790e-001,6.648961e-002,4.802586e-001,-2.127007e-002,-5.811262e-001,7.611284e-001,5.588034e-001,2.667367e+001,4.563975e-001,9.486329e+000,1.402105e+000,1.112694e+001,1.552341e+000,8.739974e+000,1.714305e+000,-9.223580e+000,1.667559e+001,1.333487e-002,-7.250721e-003,2.154643e-001,4.430380e+000,1.716738e+000,4.787500e-001,3.336704e-001,8.125000e-002,4.781148e-002,-2.392541e+001
'280_P-08_m_S-2_PS-M',2.109174e+001,9.936230e-002,2.043899e+001,2.100286e+001,2.253980e+001,2.100805e+000,8.802444e+001,8.149020e+001,1.172547e+002,1.831990e+002,3.945023e-001,1.055489e+000,5.673380e-002,2.508911e-001,6.184689e-001,5.617352e-001,7.054206e+000,6.557843e+000,4.630585e+000,2.783297e+000,1.621150e-001,1.177756e+000,2.488227e+001,6.414057e-001,7.557196e+000,1.791560e+000,1.941402e+001,8.158244e-001,9.020300e+000,1.683282e+000,3.784666e-002,1.531684e+000,1.575033e+000,8.569361e-001,2.422573e+000,1.514040e+000,8.200895e+000,8.216647e-001,2.037648e+001,3.050666e-001,4.807230e+002,4.118446e-001,1.208508e+003,1.859801e-001,-8.054294e+001,-1.075696e+000,1.465500e+003,1.576037e-001,9.763688e+002,3.074954e-001,-8.552381e+001,-9.625783e-001,2.422621e+003,1.057153e-001,9.249720e+002,5.545600e-001,-8.788594e+001,-9.132506e-001,-1.455921e+001,-4.258193e-001,2.211187e+001,3.382302e-001,6.451804e-003,4.297523e+000,-1.757363e-002,-6.096750e-001,2.308900e-001,8.901772e-001,3.249462e+001,3.347095e-001,2.585627e+000,4.934800e+000,2.172513e+001,7.492208e-001,8.353813e+000,2.105904e+000,-1.367740e+001,2.113529e+001,-3.094860e-002,-3.698332e-003,4.831987e-002,3.146853e+000,2.491103e+000,2.500000e-001,1.207122e-001,1.285714e-001,1.115384e-001,-3.285626e+001
'281_P-08_m_S-3_PS-M',2.213759e+001,1.113885e-001,2.075466e+001,2.240079e+001,2.370870e+001,2.954037e+000,1.537566e+002,1.148234e+002,2.120047e+002,2.997097e+002,3.064686e-001,8.758271e-001,2.982695e-002,2.544839e-001,5.469863e-001,5.171594e-001,6.396883e+000,3.587465e+000,4.073318e+000,2.312295e+000,1.455345e-001,1.024510e+000,2.611415e+001,5.391173e-001,8.690548e+000,1.383579e+000,2.097987e+001,7.413498e-001,8.012260e+000,1.868337e+000,6.884963e-002,1.408205e+000,1.919880e+000,8.129525e-001,2.040232e+000,2.069481e+000,5.996705e+000,8.929440e-001,2.184155e+001,4.421127e-001,4.721632e+002,3.366320e-001,1.240674e+003,1.937147e-001,-9.128492e+001,-9.617269e-001,1.477959e+003,1.587352e-001,1.029576e+003,3.542697e-001,-9.755119e+001,-8.453293e-001,2.420116e+003,1.077572e-001,8.618443e+002,3.822878e-001,-9.853778e+001,-8.271382e-001,-1.774688e+001,-4.431573e-001,2.430510e+001,3.216400e-001,7.311700e-003,3.738700e+000,-2.274957e-002,-5.124197e-001,2.245736e-001,6.451606e-001,3.366925e+001,2.477559e-001,6.550121e+000,1.943852e+000,2.508883e+001,6.373028e-001,6.947881e+000,2.460303e+000,-1.429839e+001,2.232897e+001,-2.707078e-002,-3.520526e-003,3.616494e-002,3.086420e+000,2.494802e+000,2.275000e-001,2.761981e-001,1.645455e-001,2.501405e-001,-3.523787e+001
'282_P-08_m_S-3_PS-M',2.301285e+001,1.453969e-001,2.105177e+001,2.243380e+001,2.483851e+001,3.786739e+000,1.599467e+002,2.716586e+002,1.228631e+002,2.367081e+002,4.241023e-001,1.061834e+000,3.733258e-002,2.825921e-001,7.628855e-001,7.255529e-001,8.782661e+000,4.578226e+000,4.960918e+000,2.969047e+000,2.242282e-001,1.308772e+000,2.564733e+001,6.054261e-001,8.651183e+000,1.063892e+000,1.907456e+001,7.971514e-001,2.524738e+000,7.546484e+000,5.915716e-002,1.584487e+000,1.841372e+000,8.065554e-001,2.954677e+000,1.363798e+000,5.834520e+000,2.632031e+000,2.074435e+001,4.702198e-001,4.383046e+002,3.294000e-001,1.191632e+003,1.560732e-001,-8.525668e+001,-1.067384e+000,1.406704e+003,1.584615e-001,9.301412e+002,3.255531e-001,-9.192348e+001,-9.257540e-001,2.403300e+003,9.325135e-002,7.779240e+002,4.831030e-001,-9.460525e+001,-8.746304e-001,-1.628428e+001,-3.920174e-001,2.462819e+001,3.161111e-001,1.755231e-002,1.939787e+000,-2.554658e-002,-5.513146e-001,3.522202e-001,9.005225e-001,3.448694e+001,3.016079e-001,5.932522e+000,1.548936e+000,2.091547e+001,8.354968e-001,-4.606092e-001,-4.924803e+001,-1.276635e+001,2.060021e+001,-2.317585e-002,-4.262729e-003,3.264202e-002,2.812940e+000,1.841360e+000,3.184615e-001,2.927547e-001,2.046154e-001,3.418640e-001,-3.065872e+001
'283_P-08_m_S-4_PS-M',2.342047e+001,1.893172e-001,2.026702e+001,2.191458e+001,2.864114e+001,8.374121e+000,1.400749e+002,9.684795e+001,1.533723e+002,2.009760e+002,3.382461e-001,1.288963e+000,2.021975e-002,1.306460e-001,6.729050e-001,6.526853e-001,7.332946e+000,5.627385e+000,6.747403e+000,4.550439e+000,1.820625e-001,1.758397e+000,2.299427e+001,7.189496e-001,1.030809e+001,1.207386e+000,1.570268e+001,1.052562e+000,2.335504e+000,6.940145e+000,7.114357e-002,1.872343e+000,2.176473e+000,7.974102e-001,2.650473e+000,1.635715e+000,7.999758e+000,1.953782e+000,2.357328e+001,4.530975e-001,4.695993e+002,3.572273e-001,1.199666e+003,1.561684e-001,-1.132326e+002,-8.258774e-001,1.473964e+003,1.884076e-001,8.806551e+002,2.763834e-001,-1.183213e+002,-7.366909e-001,2.550796e+003,1.009452e-001,7.295748e+002,3.106841e-001,-1.207384e+002,-7.004268e-001,-1.752319e+001,-4.888880e-001,2.525267e+001,3.788022e-001,3.323955e-002,1.086857e+000,-2.545041e-002,-6.533538e-001,3.618308e-001,1.113839e+000,3.396745e+001,2.808132e-001,6.603270e+000,2.139226e+000,2.334767e+001,6.631415e-001,-6.493973e+000,-2.443385e+000,-1.291708e+001,2.195464e+001,-9.161299e-003,-1.638318e-003,3.547763e-002,2.263375e+000,1.871102e+000,2.311111e-001,1.295672e-001,2.281818e-001,3.473750e-001,-3.165034e+001
'284_P-08_m_S-5_PS-F',2.320579e+001,1.168218e-001,2.126899e+001,2.315585e+001,2.467648e+001,3.407492e+000,1.199737e+002,8.839118e+001,4.116500e+001,6.794980e+001,3.601899e-001,9.797923e-001,1.960226e-002,2.781403e-001,6.858615e-001,6.662593e-001,6.553568e+000,4.065878e+000,5.267782e+000,2.626861e+000,1.614260e-001,1.063449e+000,2.336879e+001,7.445758e-001,1.163957e+001,9.864069e-001,2.011727e+001,8.448167e-001,6.333763e+000,2.093498e+000,3.924372e-002,1.878003e+000,1.474434e+000,9.035676e-001,3.594003e+000,1.249465e+000,8.107285e+000,1.004717e+000,2.537965e+001,4.104392e-001,4.755889e+002,3.674819e-001,1.205340e+003,1.786972e-001,-1.017299e+002,-9.041448e-001,1.486288e+003,1.669707e-001,9.778950e+002,3.988606e-001,-1.077618e+002,-7.966593e-001,2.447777e+003,1.271901e-001,7.536126e+002,3.726873e-001,-1.093162e+002,-7.704000e-001,-1.756912e+001,-4.585968e-001,2.555402e+001,3.752201e-001,1.302058e-002,2.439257e+000,-1.955976e-002,-6.024797e-001,2.711286e-001,5.660712e-001,3.291978e+001,3.671873e-001,9.216355e+000,1.477880e+000,2.635372e+001,6.725720e-001,2.764642e+000,5.488411e+000,-1.388983e+001,2.298712e+001,-2.300025e-002,-1.484360e-003,4.166420e-002,3.081664e+000,1.397516e+000,3.700000e-001,3.548082e-001,3.625000e-001,3.869997e-001,-3.223217e+001
'285_P-08_m_S-6_PS-M',2.443161e+001,2.251609e-001,2.241370e+001,2.378672e+001,2.710533e+001,4.691631e+000,3.293611e+002,4.061762e+002,2.293117e+002,4.411417e+002,3.559242e-001,1.105652e+000,2.654777e-002,1.872510e-001,6.637141e-001,6.371663e-001,8.401289e+000,4.327182e+000,5.750504e+000,3.544778e+000,1.802227e-001,1.214938e+000,2.342117e+001,6.769165e-001,1.229798e+001,7.759855e-001,1.319190e+001,1.055314e+000,4.564934e+000,3.454943e+000,5.964935e-002,1.452708e+000,2.025865e+000,8.340723e-001,2.894973e+000,1.642837e+000,9.876994e+000,1.386365e+000,2.542381e+001,3.901775e-001,4.769257e+002,3.593999e-001,1.231030e+003,1.780159e-001,-1.077000e+002,-8.478099e-001,1.457273e+003,1.770912e-001,9.735679e+002,3.191953e-001,-1.116970e+002,-7.709511e-001,2.483678e+003,1.129274e-001,8.374805e+002,5.514874e-001,-1.144651e+002,-7.241016e-001,-1.641515e+001,-5.415367e-001,2.469779e+001,4.056611e-001,1.450293e-002,2.339854e+000,-2.030321e-002,-6.392829e-001,3.192277e-001,6.926302e-001,3.134763e+001,4.111320e-001,1.106587e+001,8.940509e-001,1.599048e+001,9.241783e-001,1.085283e+000,1.843419e+001,-1.375577e+001,2.224494e+001,-1.983738e-002,-4.372803e-003,4.517304e-002,2.892102e+000,2.015678e+000,2.388889e-001,2.291503e-001,2.494118e-001,3.275303e-001,-3.235989e+001
'286_P-09_f_S-1_PS-M',2.110867e+001,3.324946e-001,1.432198e+001,1.817559e+001,2.810874e+001,1.378676e+001,3.128923e+001,0,4.836063e+001,0,2.260809e-001,1.931017e+000,2.204184e-002,3.967183e-002,2.079635e-001,1.859217e-001,2.208894e+000,1.271119e+000,3.488089e+000,2.421530e+000,1.339182e-001,2.124164e+000,1.925945e+001,9.919184e-001,1.616257e+001,9.861928e-001,1.570604e+001,1.125730e+000,1.486931e+001,9.184263e-001,6.289464e-002,1.019284e+000,1.860067e+000,5.401797e-001,-1.532702e+000,-2.611203e+000,1.620009e+001,1.714241e+000,1.587105e+001,6.904601e-001,4.724493e+002,3.474156e-001,1.131038e+003,1.836441e-001,-1.636824e+002,-4.600556e-001,1.483987e+003,1.830930e-001,7.902027e+002,3.513669e-001,-1.654404e+002,-4.344541e-001,2.404873e+003,1.468298e-001,8.131848e+002,3.375975e-001,-1.653466e+002,-4.366821e-001,-9.029141e+000,-8.187398e-001,1.794604e+001,4.570587e-001,2.944063e-002,1.193749e+000,-2.446089e-002,-5.710851e-001,6.617758e-001,4.842258e-001,3.435441e+001,4.839116e-001,-6.561962e+000,-2.981367e+000,1.709218e+001,1.203999e+000,-6.503044e+000,-2.157357e+000,-1.944976e+001,2.763874e+001,-2.705932e-002,-5.975613e-003,1.685514e-002,8.474576e-001,4.329004e-001,3.900000e-001,0,9.450000e-001,2.450000e-001,-3.558532e+001
'287_P-09_f_S-2_PS-M',2.849823e+001,1.899979e-001,2.563139e+001,2.891321e+001,3.393142e+001,8.300037e+000,1.938102e+002,2.098776e+002,3.830563e+001,2.173966e+001,4.227145e-001,1.194178e+000,2.213139e-002,2.706322e-001,7.723014e-001,7.501700e-001,8.833457e+000,6.003154e+000,8.134073e+000,6.003076e+000,1.888110e-001,1.261987e+000,2.965942e+001,4.704079e-001,1.275810e+001,1.439328e+000,1.963886e+001,7.003532e-001,5.801879e+000,2.540550e+000,8.078378e-002,1.975767e+000,1.258888e+000,9.479640e-001,5.408184e+000,9.420249e-001,8.752409e+000,2.308990e+000,2.637938e+001,4.271913e-001,5.081084e+002,2.960677e-001,1.275208e+003,1.762490e-001,-9.715715e+001,-9.558685e-001,1.606561e+003,1.301247e-001,9.749703e+002,5.257500e-001,-1.028413e+002,-8.349050e-001,2.575760e+003,1.180957e-001,1.083903e+003,5.608997e-001,-1.052604e+002,-7.950418e-001,-1.625385e+001,-5.652292e-001,2.629694e+001,3.824376e-001,3.282357e-002,1.203436e+000,-2.566876e-002,-4.400894e-001,2.923014e-001,8.043090e-001,3.512272e+001,3.569340e-001,3.993797e+000,4.748649e+000,2.229715e+001,7.550142e-001,-2.042738e+000,-6.781081e+000,-2.417459e+001,3.510477e+001,-4.554355e-002,-1.183549e-002,7.060938e-002,2.770083e+000,2.253521e+000,2.337500e-001,2.091015e-001,1.875000e-001,2.554286e-001,-3.175944e+001
'288_P-09_f_S-3_PS-M',2.630903e+001,1.671362e-001,2.444531e+001,2.623473e+001,2.937547e+001,4.930157e+000,5.394988e+002,4.402380e+002,5.196767e+001,4.532829e+001,4.088249e-001,8.944322e-001,2.102166e-002,3.695239e-001,6.841217e-001,6.631000e-001,5.532708e+000,2.773687e+000,5.969475e+000,4.191979e+000,1.732366e-001,9.685029e-001,2.947153e+001,4.875901e-001,8.262568e+000,1.947728e+000,2.008295e+001,6.341227e-001,5.175911e+000,2.936163e+000,5.744819e-002,2.247731e+000,1.618868e+000,8.675658e-001,4.790473e+000,9.176888e-001,9.340129e+000,1.311662e+000,2.467533e+001,3.805089e-001,5.261563e+002,3.435099e-001,1.263239e+003,1.763395e-001,-8.325150e+001,-1.058135e+000,1.581986e+003,1.346721e-001,8.640258e+002,3.789626e-001,-8.936635e+001,-9.317476e-001,2.598041e+003,1.192478e-001,9.751910e+002,5.715889e-001,-9.276039e+001,-8.672725e-001,-1.446098e+001,-5.533778e-001,2.352096e+001,3.661903e-001,2.380585e-002,1.200362e+000,-2.395926e-002,-6.290058e-001,2.523791e-001,6.426906e-001,3.573132e+001,3.329157e-001,9.738150e-001,1.532149e+001,2.121195e+001,7.103804e-001,-1.283696e+000,-1.099585e+001,-2.185469e+001,3.174973e+001,-4.661743e-002,-9.506400e-003,5.093157e-002,3.108808e+000,2.362205e+000,2.511111e-001,1.708439e-001,1.320000e-001,1.828551e-001,-3.451111e+001
'289_P-09_f_S-4_PS-M',2.708177e+001,2.064653e-001,2.403923e+001,2.708757e+001,3.159644e+001,7.557213e+000,3.725515e+002,4.414549e+002,4.635394e+001,5.539436e+001,4.457794e-001,1.000026e+000,2.207183e-002,3.323481e-001,7.761526e-001,7.540808e-001,8.200182e+000,4.769121e+000,8.609991e+000,5.492047e+000,2.335105e-001,1.167024e+000,2.778447e+001,5.523642e-001,1.097707e+001,1.409384e+000,1.681391e+001,7.625367e-001,2.428992e+000,6.683684e+000,7.200949e-002,2.073077e+000,1.780035e+000,7.944988e-001,4.014808e+000,1.231385e+000,9.222044e+000,1.723502e+000,2.494780e+001,5.154300e-001,5.260935e+002,3.412462e-001,1.213066e+003,1.890476e-001,-8.120648e+001,-1.092210e+000,1.555357e+003,1.350508e-001,8.303737e+002,4.530673e-001,-8.497779e+001,-9.740531e-001,2.640458e+003,1.075909e-001,1.034234e+003,7.751044e-001,-8.914806e+001,-8.916104e-001,-1.457006e+001,-4.907593e-001,2.457330e+001,3.403541e-001,3.038123e-002,1.246135e+000,-2.307166e-002,-6.565940e-001,3.429241e-001,8.197688e-001,3.253249e+001,4.536186e-001,5.353294e+000,2.829025e+000,1.750683e+001,8.455194e-001,-3.695833e+000,-4.399731e+000,-2.178708e+001,3.170605e+001,-4.886801e-002,-9.598375e-003,4.512294e-002,3.459120e+000,2.063492e+000,2.976923e-001,2.269244e-001,1.623077e-001,2.834988e-001,-3.147051e+001
'290_P-11_m_S-1_PS-M',2.019780e+001,1.028194e-001,1.757419e+001,2.137405e+001,2.177419e+001,4.200005e+000,5.055487e+001,0,1.151583e+001,1.219794e+001,5.393301e-001,1.198548e+000,2.970975e-002,1.554796e-001,1.491253e+000,1.461544e+000,3.825751e+000,2.785630e+000,5.248570e+000,6.650031e-001,3.341882e-001,1.321060e+000,2.019448e+001,1.125320e+000,5.220727e+000,2.942692e+000,5.720070e+000,3.337215e+000,1.115340e+001,1.229582e+000,3.304256e-002,9.865577e-001,1.697032e+000,7.726952e-001,2.015867e+000,1.190504e+000,9.145729e+000,7.516185e-001,1.869536e+001,5.523443e-001,3.751704e+002,2.302276e-001,1.239147e+003,2.001461e-001,-9.725628e+001,-9.632741e-001,1.312817e+003,6.803811e-002,1.022729e+003,1.698726e-001,-9.658492e+001,-9.461653e-001,2.177460e+003,9.780585e-002,8.714891e+002,3.122506e-001,-9.941955e+001,-8.946567e-001,-1.099347e+001,-1.125853e+000,2.708535e+001,5.031511e-001,3.648913e-003,1.404488e+001,-1.156196e-002,-6.616407e-001,6.112567e-001,7.453306e-001,3.705070e+001,3.856893e-001,-5.445913e+000,-2.337621e+000,8.411618e+000,2.384727e+000,1.164309e+001,1.172145e+000,-7.163748e+000,1.354668e+001,2.410546e-002,-4.246805e-003,3.370447e-002,2.500000e+000,1.333333e+000,4.100000e-001,0,1.550000e-001,5.000000e-003,-2.936136e+001
'291_P-09_f_S-5_PS-M',2.752023e+001,1.607580e-001,2.476254e+001,2.743739e+001,3.161931e+001,6.856766e+000,4.667604e+002,5.508595e+002,3.899446e+001,3.104186e+001,3.379718e-001,1.068291e+000,1.997261e-002,2.764012e-001,5.525044e-001,5.325317e-001,9.153321e+000,4.780330e+000,6.320968e+000,5.516212e+000,1.682556e-001,1.284594e+000,2.634462e+001,6.086995e-001,1.543696e+001,8.183992e-001,2.026909e+001,6.385784e-001,5.712343e+000,2.559221e+000,5.351400e-002,1.955971e+000,1.434216e+000,8.825143e-001,5.018269e+000,9.212840e-001,8.496161e+000,1.544404e+000,2.790096e+001,4.407041e-001,5.368538e+002,3.637525e-001,1.181710e+003,2.015082e-001,-9.517695e+001,-9.614748e-001,1.620025e+003,1.527385e-001,8.160698e+002,4.384561e-001,-1.018911e+002,-8.260872e-001,2.651173e+003,1.225925e-001,8.234616e+002,5.706319e-001,-1.043519e+002,-7.852771e-001,-1.809010e+001,-4.790772e-001,2.780245e+001,3.737287e-001,3.507775e-002,9.828770e-001,-2.838583e-002,-5.360036e-001,2.831038e-001,8.136563e-001,3.422992e+001,4.375708e-001,1.000179e+001,1.428092e+000,2.299881e+001,6.475821e-001,-2.804327e+000,-4.625237e+000,-2.192642e+001,3.186309e+001,-4.718338e-002,-5.386143e-003,2.487482e-002,2.945990e+000,1.492537e+000,3.655556e-001,2.416660e-001,2.309091e-001,3.370043e-001,-3.356652e+001
'292_P-10_f_S-1_PS-M',2.735357e+001,2.146102e-001,2.312803e+001,2.942394e+001,3.136303e+001,8.235001e+000,4.885136e-002,0,0,0,2.132383e-001,1.510122e+000,3.316872e-002,3.766762e-002,3.408682e-001,3.076995e-001,2.081055e+000,1.513203e+000,3.477022e+000,1.585762e+000,9.479362e-002,1.606400e+000,2.139643e+001,6.205660e-001,1.804826e+001,3.996026e-001,1.738133e+001,8.279986e-001,1.706211e+001,4.018783e-001,3.300962e-002,1.536909e+000,1.095819e+000,8.156373e-001,6.816672e+000,7.304337e-001,1.224885e+001,6.032457e-001,2.533702e+001,6.913372e-001,5.045717e+002,4.113212e-001,1.256860e+003,1.916613e-001,-1.448130e+002,-5.680043e-001,1.608672e+003,2.032763e-001,9.419144e+002,3.951690e-001,-1.484890e+002,-5.115080e-001,2.471738e+003,1.665779e-001,9.268702e+002,4.543636e-001,-1.494960e+002,-4.970999e-001,-2.186894e+001,-4.381609e-001,3.225724e+001,2.372330e-001,-1.794823e-002,-3.091393e+000,-1.621064e-002,-5.971230e-001,2.761232e-001,6.336339e-001,3.270857e+001,4.411918e-001,1.751081e+001,7.069762e-001,1.727604e+001,1.442596e+000,1.640325e+001,6.520984e-001,-2.541772e+001,3.623026e+001,-8.838669e-002,-2.143314e-003,1.682899e-002,9.478673e-001,4.926108e-001,5.800000e-001,0,4.633333e-001,1.189771e-001,-3.218817e+001
